rec_id,millesime,localisation,situation,type,texte,condition,citation_fichier,citation_lignes,citation
GM2026-V-DEN-17,2026-provisoire,"Guide MCO, chap. V, pp. 109-114, article MALNUTRITION, DÉNUTRITION, §4.1",Dénutrition — seuils d'évaluation de la masse et de la fonction musculaires,definition,"Le critère phénotypique de réduction de la masse ou de la fonction musculaires s'apprécie par l'une des six méthodes suivantes, une seule suffisant : force de préhension au dynamomètre (< 26 kg chez l'homme, < 16 kg chez la femme) ; vitesse de marche (< 0,8 m/s dans les deux sexes) ; indice de surface musculaire en L3 au scanner ou en IRM (52,4 chez l'homme, 38,5 chez la femme, en cm²/m²) ; indice de masse musculaire par impédancemétrie (7,0 et 5,7 kg/m²) ; indice de masse non grasse par impédancemétrie (< 17 et < 15 kg/m²) ; masse musculaire appendiculaire au DEXA (7,23 et 5,67 kg/m²).",,malnutrition_denutrition.md,L165-176,"#### 4.1 Outil d’évaluation de la masse et/ou de la fonction musculaire — | Méthodes de mesure | Hommes | Femmes | | Force de préhension (dynamomètre) en kg | < 26 | < 16 | | Vitesse de marche (m/s) | < 0,8 | < 0,8 | | Indice de surface musculaire en L3 en cm²/m² (scanner, IRM) | 52,4 | 38,5 | | Indice de masse musculaire en kg/m² (impédancemétrie) | 7,0 | 5,7 | | Indice de masse non grasse (impédancemétrie) en kg/m² | < 17 | < 15 | | Masse musculaire appendiculaire (DEXA) en kg/m² | 7,23 | 5,67 | — L’utilisation d’une seule de ces méthodes suffit"
GM2026-V-XXI-01,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Emploi général des codes du chapitre XXI,definition,"Les codes du chapitre XXI (« codes Z ») peuvent, et souvent doivent, être utilisés dans le RUM comme diagnostic principal, relié ou associé.",,chapitre_xxi.txt,L39-42,"Les codes du chapitre XXI Facteurs influant sur l’état de santé et motifs de recours aux services de santé (""codes Z"") peuvent, et souvent doivent, être utilisés dans le résumé d’unité médicale (RUM) comme diagnostic principal (DP), relié (DR) ou associé (DA)."
GM2026-V-XXI-02,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z00–Z02 — motifs relevant de l'activité externe,condition_emploi,"Les catégories Z00 à Z02 répertorient des motifs de recours qui relèvent, sauf exception, de l'activité externe ; les patients concernés ne se plaignent de rien et aucun diagnostic n'est rapporté.",,chapitre_xxi.txt,L54-62,"Elles répertorient des motifs de recours qui relèvent, sauf exception, de l’activité externe. […] Les patients concernés ne se plaignent de rien et aucun diagnostic n’est rapporté (sinon c’est la symptomatologie ou le diagnostic qu’on coderait)."
GM2026-V-XXI-03,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z03 — suspicions non confirmées,condition_emploi,"Les cas où l'emploi de Z03 s'impose sont rares : lorsqu'une symptomatologie est présente, on préfère son code (le plus souvent du chapitre XVIII) toutes les fois qu'il est plus précis. Z03.6 reste adapté à une suspicion d'absorption de produit toxique reposant sur une crainte de l'entourage, finalement infirmée.",Absence de symptomatologie codable plus précise,chapitre_xxi.txt,L86-95,"La règle générale est : le meilleur code est le plus précis par rapport à l’information à coder. Lorsqu’une symptomatologie est présente, on préfèrera son code (le plus souvent présent dans le chapitre XVIII de la CIM–10) à un code Z toutes les fois qu’il est plus précis. Les cas dans lesquels l’emploi de la catégorie Z03 s’impose sont rares. […] En revanche, Z03.6 […] peut être le code le plus adapté à une suspicion d’absorption de produit toxique […] lorsqu’elle repose sur une crainte de l’entourage mais qu’elle est finalement infirmée."
GM2026-V-XXI-04,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z04.0 — alcool et substances pharmacologiques,condition_emploi,"Z04.0 est employé lorsque la présence dans le sang d'alcool ou de substances pharmacologiques n'est pas confirmée ; si elle l'est, on fait appel à la catégorie R78.",Présence non confirmée,chapitre_xxi.txt,L99-101,"de la présence dans le sang d’alcool ou de substances pharmacologiques ; le code Z04.0 est employé lorsque leur présence n’est pas confirmée, sinon on ferait appel à la catégorie R78."
GM2026-V-XXI-05,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z04.1 à Z04.3 — suspicion de lésion secondaire,condition_emploi,L'emploi de Z04.1 à Z04.3 est réservé aux situations dans lesquelles aucune lésion n'est finalement diagnostiquée.,Aucune lésion finalement diagnostiquée,chapitre_xxi.txt,L102-105,d’une lésion susceptible de se manifester secondairement par rapport au traumatisme responsable : codes Z04.1 à Z04.3 ; leur emploi est réservé aux situations dans lesquelles aucune lésion n’est finalement diagnostiquée (sinon c’est elle qu’on coderait)
GM2026-V-XXI-06,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z04.4 à Z04.6 — problèmes médicolégaux,condition_emploi,Z04.4 et Z04.5 peuvent être utilisés autant pour les coupables que pour les victimes ; on les emploie lorsqu'aucun état morbide n'est mis en évidence.,Aucun état morbide mis en évidence,chapitre_xxi.txt,L106-110,"d’autres problèmes médicolégaux : Z04.4, Z04.5, Z04.6 ; les codes Z04.4 et Z04.5 peuvent être utilisés autant pour les coupables que pour les victimes : on les emploie lorsque aucun état morbide (lésion traumatique, trouble mental…) n’est mis en évidence, sinon c’est lui qu’on coderait."
GM2026-V-XXI-07,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z04.800, Z04.801, Z04.802 — codes imposés en DP",regle_position,Z04.800 (électroencéphalogramme de longue durée) et Z04.801 (enregistrement polygraphique) sont les codes imposés pour le DP de ces séjours ; Z04.802 code les bilans préopératoires ou préinterventionnels. Leur emploi s'impose comme DP qu'une affection ait été diagnostiquée ou non au terme du séjour.,,chapitre_xxi.txt,L116-126,"Z04.800 est le code imposé pour le DP des séjours motivés par l’enregistrement d’un électroencéphalogramme de longue durée ; Z04.801 est le code imposé pour le DP des séjours motivés par un enregistrement polygraphique ; Z04.802 est le code des examens et mises en observation pour bilan préopératoire ou préinterventionnel ; Z04.880 […]. L’emploi de Z04.800, Z04.801 ou Z04.802 s’impose comme DP du RUM, qu’une affection ait été diagnostiquée ou non au terme du séjour."
GM2026-V-XXI-08,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z04.8 — devenu inutilisable depuis ses extensions,interdiction,"Depuis la création de ses extensions (version 11 des GHM), Z04.8 est devenu imprécis et n'est plus utilisable comme DP, DR ni DA ; l'emploi des extensions est obligatoire.",,chapitre_xxi.txt,L133-136 (note 25),"Elles ont été créées pour la version 11 des GHM (2009). Leur emploi est obligatoire. En effet, Z04.8, devenu imprécis du fait de leur création, n’est plus utilisable comme DP, DR et DA à compter de la version 11 des GHM."
GM2026-V-XXI-09,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z04.9 — information trop imprécise,interdiction,Z04.9 correspond à une information trop imprécise pour être acceptable.,,chapitre_xxi.txt,L128,Z04.9 correspond à une information trop imprécise pour être acceptable.
GM2026-V-XXI-10,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z03 ou Z04 en DP — pas de diagnostic relié,interdiction,"Lorsqu'un code des catégories Z03 ou Z04 est en position de DP, sauf cas particulier, il ne justifie pas de diagnostic relié.",Sauf cas particulier,chapitre_xxi.txt,L130-131,"Lorsqu’un code des catégories Z03 ou Z04 est en position de DP, sauf cas particulier, il ne justifie pas de diagnostic relié (DR)."
GM2026-V-XXI-11,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z08 ou Z09 en DP — maladie surveillée en DR,regle_position,"Lorsqu'un code des catégories Z08 ou Z09 est en position de DP, le code de la maladie surveillée doit figurer en position de DR chaque fois qu'elle respecte sa définition. Ces codes sont typiquement des codes de surveillance négative.",La maladie surveillée respecte la définition du DR,chapitre_xxi.txt,L154-156,"Lorsqu’un code des catégories Z08 ou Z09 est en position de DP, le code de la maladie surveillée doit figurer en position de DR chaque fois qu’elle respecte sa définition."
GM2026-V-XXI-12,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z08.2 et Z09.2 — sens du mot « chimiothérapie »,definition,Le mot « chimiothérapie » n'a pas dans la CIM–10 le sens implicite de « chimiothérapie antitumorale » qu'il a dans le langage courant : il a son sens premier de « traitement par des moyens chimiques ». Seule Z08 concerne les tumeurs malignes.,,chapitre_xxi.txt,L148-153,"Z08.2 et Z09.2 : l’intitulé de ces deux sous-catégories contient le mot ""chimiothérapie"" alors que seule Z08 concerne les tumeurs malignes ; on rappelle en effet que le mot chimiothérapie n’a pas dans la CIM–10 le sens implicite de ""chimiothérapie antitumorale"" qui est le sien dans le langage courant ; il a son sens premier de ""traitement par des moyens chimiques""."
GM2026-V-XXI-13,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z10 — sans emploi en MCO,interdiction,La catégorie Z10 n'a pas d'emploi dans le champ d'activité couvert par le PMSI en MCO : elle ne comprend que des motifs de consultation externe.,,chapitre_xxi.txt,L158-161,Elle n’a pas d’emploi dans le champ d’activité couvert par le PMSI en MCO car elle ne comprend que des motifs de consultation externe dont certains ne concernent pas les établissements d’hospitalisation.
GM2026-V-XXI-14,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z11 à Z13 — le dépistage n'est pas l'exploration d'un problème personnel,interdiction,"Les codes Z11 à Z13 ne doivent pas être employés pour des patients présentant un problème de santé personnel. Il est erroné de coder comme un dépistage une situation d'examens motivés par un antécédent personnel ou familial, ou par une symptomatologie quelconque : c'est le motif des explorations qui doit être codé.",Patient présentant un problème de santé personnel,chapitre_xxi.txt,L163-176,Les codes des catégories Z11 à Z13 ne doivent donc pas être employés pour des patients présentant un problème de santé personnel. Il est erroné de coder comme un dépistage une situation d’examens diagnostiques motivés par un antécédent personnel ou familial […] ou par une symptomatologie quelconque […]. Dans ce cas c’est le motif des explorations qui doit être codé.
GM2026-V-XXI-15,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z13.51 — dépistage de la surdité néonatale permanente,regle_position,Z13.51 doit être systématiquement codé en DAS lorsqu'un dépistage de la surdité néonatale permanente (test et éventuel retest) est réalisé par OEAA ou PEAA lors d'un séjour de nouveau-né.,Dépistage réalisé par OEAA ou PEAA lors d'un séjour de nouveau-né,chapitre_xxi.txt,L177-184,"le code Z13.51 Examen spécial de dépistage des affections des oreilles doit être systématiquement codé en DAS lorsqu’un dépistage (test et éventuel retest) de la surdité néonatale permanente est réalisé, selon les recommandations de la HAS, par oto-émissions acoustiques automatisées (OEAA) ou par potentiels évoqués auditifs automatisés (PEAA)."
GM2026-V-XXI-16,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z20 — contact avec une maladie transmissible non confirmée,condition_emploi,"Z20 permet de coder l'absence d'une maladie infectieuse initialement crainte du fait d'un contact ou de toute autre exposition ; si la maladie était confirmée, c'est elle qu'on coderait. L'exemple du guide précise qu'en l'absence de symptôme il n'y a pas lieu d'employer un code du chapitre XVIII, ni de coder la maladie crainte avec le chapitre I.",Maladie infectieuse non confirmée,chapitre_xxi.txt,L187-213,"elle permet de coder l’absence d’une maladie infectieuse initialement crainte du fait du contact du patient avec une personne infectée ou de tout autre mode d’exposition à un agent infectieux […] ; en effet, si la maladie infectieuse était confirmée, c’est elle qu’on coderait. […] cet enfant n’est pas tuberculeux : on ne code donc pas cette maladie (elle ne doit pas être codée avec le chapitre I de la CIM–10) ; il ne présente aucun symptôme […] : il n’y a donc pas lieu d’utiliser un code du chapitre XVIII. Le code est ici Z20.1."
GM2026-V-XXI-17,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z21 — séropositivité VIH isolée,condition_emploi,"Z21 code la séropositivité isolée au VIH. Si la séropositivité s'associe à l'un des états classés dans les catégories B20 à B24, c'est un code de celles-ci qu'on emploie, non Z21.",Séropositivité isolée,chapitre_xxi.txt,L215-217,"Z21 est le code de la séropositivité isolée au virus de l’immunodéficience humaine (VIH). Si la séropositivité s’associe à l’un des états classés dans les catégories B20 à B24 du chapitre I de la CIM–10, c’est un code de celles-ci qu’on emploie, non Z21."
GM2026-V-XXI-18,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z22 — colonisations et portages sains,definition,"La catégorie Z22, dans la suite logique de Z21, est la catégorie des colonisations (« portages sains »).",,chapitre_xxi.txt,L219-220,"La catégorie Z22, dans la suite logique de Z21, est la catégorie des colonisations ("" portages sains "") : bactéries…"
GM2026-V-XXI-19,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z29.0 — isolement thérapeutique, non social",condition_emploi,"Z29.0 n'est pas destiné au classement des situations d'isolement social, qui se codent avec Z60 ; il code l'isolement dans un but thérapeutique. Son emploi est autorisé dans toutes les situations où un patient est isolé pour être mis à l'abri de l'entourage ou pour l'en protéger.",,chapitre_xxi.txt,L222-231,"la sous-catégorie Z29.0 Isolement n’est pas destinée au classement des situations d’isolement social qui doivent être codées avec la catégorie Z60 ; le code Z29.0 est destiné au codage de l’isolement dans un but thérapeutique […]. Bien que la catégorie Z29 soit classée dans un groupe (Z20–Z29) qui concerne les maladies infectieuses, l’absence d’un autre code d’isolement dans le chapitre XXI conduit à autoriser l’emploi de Z29.0 dans toutes les situations où un patient est isolé."
GM2026-V-XXI-20,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z29.1 et Z29.2 — immunothérapie et chimiothérapie prophylactiques,condition_emploi,"Z29.1 ou Z29.2 peuvent être utilisés lors des séjours motivés par l'administration d'une immunothérapie ou d'une chimiothérapie prophylactique, quel qu'en soit le motif, à condition que le caractère prophylactique soit établi.",Caractère prophylactique établi,chapitre_xxi.txt,L232-235,"Z29.1 ou Z29.2 peuvent être utilisés lors des séjours motivés par l’administration d’une immunothérapie ou d’une chimiothérapie prophylactique, quel qu’en soit le motif (infectieux, tumoral…), mais à condition que le caractère prophylactique (préventif) soit établi."
GM2026-V-XXI-21,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z20 à Z29 — catégories utilisables en MCO et droit au DR,condition_emploi,"Parmi les catégories Z20 à Z29, seules Z20, Z21, Z22 et Z29 sont en pratique susceptibles d'être utilisées pour le codage des RUM. Si un code de ces rubriques est en DP, seuls ceux de la catégorie Z29 sont susceptibles de justifier un DR.",,chapitre_xxi.txt,L237-241,"Dans le champ actuel du PMSI en MCO, parmi les catégories Z20 à Z29, seules Z20, Z21, Z22 et Z29 sont, en pratique, susceptibles d’être utilisées pour le codage des RUM. Si un code de ces rubriques est en position de diagnostic principal (DP) d’un RUM, seuls ceux de la catégorie Z29 sont susceptibles de justifier un DR, à condition que l’affection concernée respecte sa définition."
GM2026-V-XXI-22,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z33 — grossesse normale chez une femme hospitalisée pour un autre motif,regle_position,Z33 permet d'enregistrer la grossesse comme diagnostic associé lorsqu'une femme enceinte est hospitalisée pour un motif sans rapport avec elle et qu'elle se déroule normalement.,Motif d'hospitalisation sans rapport avec la grossesse ; grossesse normale,chapitre_xxi.txt,L245-249,"La catégorie Z33 permet, dans le cas d’une femme enceinte hospitalisée pour un motif sans rapport avec sa grossesse, d’enregistrer celle-ci comme diagnostic associé lorsqu’elle se déroule normalement. Exemple : traumatisme de la jambe chez une femme enceinte ; DP : la lésion de la jambe ; diagnostic associé : Z33."
GM2026-V-XXI-23,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z34 et Z35 — surveillance de grossesse,condition_emploi,"Z34 comprend la surveillance des grossesses normales, Z35 celle de toutes les autres — l'intitulé « à haut risque » ne doit pas être lu de manière rigide. Dans les hospitalisations de l'antepartum, la mention d'un code Z35.– est indispensable à l'orientation correcte du RSS dans les GHM de l'antepartum.",,chapitre_xxi.txt,L251-259,"Z34 comprend la surveillance systématique de la grossesse normale […]. L’intitulé de la catégorie Z35 Surveillance d’une grossesse à haut risque ne doit pas être lu de manière rigide. […] Z34 pour les grossesses normales et Z35 pour les autres, c’est-à-dire pour toutes les non normales (à risque, ""haut"" ou non). Dans le cas des hospitalisations de l’antepartum, la mention d’un code Z35.– est indispensable à l’orientation correcte du résumé de sortie standardisé (RSS) dans les groupes homogènes de malades (GHM) de l’antepartum."
GM2026-V-XXI-24,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z37 — résultat de l'accouchement,regle_position,La mention d'un code de la catégorie Z37 comme diagnostic associé est indispensable au classement du RSS dans un GHM d'accouchement ; un code de cette catégorie doit être enregistré dans les RSS de tous les séjours comportant un accouchement.,,chapitre_xxi.txt,L263-267,la mention d’un de ses codes comme diagnostic associé est indispensable au classement du RSS dans un GHM d’accouchement. Un code de cette catégorie doit être enregistré dans les RSS de tous les séjours comportant un accouchement.
GM2026-V-XXI-25,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z38.0 — nouveau-né en bonne santé en maternité,regle_position,"Z38.0 est le code du DP du RUM du nouveau-né dont le séjour se déroule en maternité auprès de sa mère ; dans cette situation il ne justifie aucun diagnostic relié. Lorsque le DP du séjour d'un nouveau-né est un problème de santé, son code doit être d'abord cherché dans le chapitre XVI.",,chapitre_xxi.txt,L269-276,"Z38.0 est le code du DP du RUM du nouveau-né dont le séjour se déroule en maternité auprès de sa mère. Dans cette situation il ne justifie aucun diagnostic relié. Lorsque le diagnostic principal du séjour d’un nouveau-né est un problème de santé, son code doit être d’abord cherché dans le chapitre XVI de la CIM–10 (puis, à défaut, dans un autre chapitre)."
GM2026-V-XXI-26,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z39 — soins et examens du postpartum,regle_position,"Un code Z39 est toujours requis pour les séjours du postpartum ; il ne doit pas être enregistré d'acte d'accouchement dans le RUM, et un code de la catégorie Z37 doit être saisi en diagnostic associé.",,chapitre_xxi.txt,L278-282,Ce code est toujours requis pour les séjours du postpartum. — il ne doit pas être enregistré d’acte d’accouchement dans le RUM ; — un code de la catégorie Z37 Résultat de l’accouchement doit être saisi en position de diagnostic associé.
GM2026-V-XXI-27,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Transfert pour soins du postpartum (E1 vers E2),regle_position,"Lorsqu'après un accouchement dans un établissement E1 une mère est transférée avec son enfant dans un établissement E2 pour les soins du postpartum, le DP du RUM de la mère est codé Z39.08 et celui du nouveau-né Z76.2.","Soins standard, pas de complication, nouveau-né normal",chapitre_xxi.txt,L291-297,"Lorsqu’après accouchement dans un établissement de santé E1, une mère est transférée avec son enfant dans un établissement de santé E2 pour les soins du postpartum (soins standard, pas de complication, nouveau-né normal), dans E2 : le DP du RUM de la mère est codé Z39.08 […] ; le DP du RUM du nouveau-né est codé Z76.2."
GM2026-V-XXI-28,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z40 — actes prophylactiques et thérapeutiques pour tumeur maligne,regle_position,Z40.0 a reçu des extensions signalant l'organe opéré. L'emploi des codes Z40 concerne aussi les interventions à but thérapeutique ou prophylactique portant sur d'autres localisations : une ovariectomie de castration pour cancer du sein hormonosensible se code Z40.01 en DP.,,chapitre_xxi.txt,L305-311,"des extensions, permettant de signaler l’organe opéré, ont été ajoutées au code ""Z40.0 = opération prophylactique pour facteur de risque de tumeur maligne"". L’utilisation des codes Z40 concerne également les interventions réalisées à but thérapeutique ou prophylactique, dans le cadre de la prise en charge de tumeurs malignes portant sur d’autres localisations. Ainsi, dans le cadre du traitement d’un cancer du sein hormonosensible, une ovariectomie pour castration doit être codée avec le code Z40.01 en DP."
GM2026-V-XXI-29,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z41 — chirurgie esthétique et interventions de confort,regle_position,"Lorsqu'il s'agit de chirurgie esthétique, le DP doit toujours être codé Z41.0 ou Z41.1, à l'exclusion de tout autre code ; le défaut corrigé peut être codé en DR. Z41.80 code les interventions dites de confort.",,chapitre_xxi.txt,L324-341,"lorsqu’il s’agit de chirurgie esthétique le DP doit toujours être codé Z41.0 ou Z41.1, à l’exclusion de tout autre code ; le défaut corrigé peut être codé en position de diagnostic relié (DR). — La catégorie Z41 comprend les soins ""sans raison médicale"" […]. Elle est notamment destinée au codage du DP des séjours pour chirurgie esthétique (Z41.0, Z41.1) et pour intervention dite de confort (Z41.80)."
GM2026-V-XXI-30,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z42 — chirurgie plastique non esthétique,regle_position,"Pour une chirurgie plastique non esthétique, de réparation d'une lésion congénitale ou acquise prise en charge par l'assurance maladie, le DP est codé avec un autre code de la CIM–10 — un code des chapitres I à XIX ou un code de la catégorie Z42 — le meilleur code étant le plus précis. Avec un DP codé Z42.–, le motif de l'intervention peut être mentionné en DR.",,chapitre_xxi.txt,L342-356,"lorsqu’il s’agit de chirurgie plastique non esthétique, de réparation d’une lésion congénitale ou acquise, prise en charge par l’assurance maladie obligatoire, le DP doit être codé avec un autre code de la CIM–10 ; il peut s’agir d’un code des chapitres I à XIX ou d’un code de la catégorie Z42 […]. Avec un DP codé Z42.– le motif de l’intervention peut être mentionné en position de DR s’il respecte sa définition. Exemples : – mise en place de prothèses internes pour augmentation du volume mammaire à visée esthétique : Z41.1 ; – mise en place d’une prothèse mammaire interne après mastectomie : Z42.1 ; – rhinoplastie à visée esthétique : Z41.1 ; – rhinoplastie pour déviation de la cloison nasale : J34.2 ; – exérèse d’une cicatrice chéloïde : L91.0."
GM2026-V-XXI-31,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10","Z43 — soins de stomie ponctuels, opposés à Z93",definition,"Z43 est une rubrique de soins de stomie ponctuels, incluant la fermeture de la stomie. Elle exclut les soins habituels effectuables à domicile, qui se codent avec Z93, et les complications comprises dans J95.0, K91.4 et N99.5.",,chapitre_xxi.txt,L364-370,"La catégorie Z43 est une rubrique de soins de stomie. Elle comprend des soins médicaux ponctuels […] incluant la fermeture de la stomie. […] La catégorie Z43 exclut les soins habituels tels qu’effectués ou effectuables à domicile (soins quotidiens d’hygiène, changements de poche ou de canule de trachéostomie) qui se codent avec la catégorie Z93 (voir plus loin). Elle exclut aussi les complications comprises dans les rubriques J95.0, K91.4 et N99.5."
GM2026-V-XXI-32,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z45.0 — implantation d'un stimulateur ou défibrillateur cardiaque,regle_position,"Par convention, le DP d'un séjour pour l'implantation d'un stimulateur ou d'un défibrillateur cardiaque est la cardiopathie qui la justifie, et non Z45.0.",,chapitre_xxi.txt,L388-389,"Par convention, le diagnostic principal d’un séjour pour l’implantation d’un stimulateur ou d’un défibrillateur cardiaque est la cardiopathie qui la justifie, et non Z45.0."
GM2026-V-XXI-33,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z49.0 — confection d'une fistule de dialyse,regle_position,"Le DP des séjours pour mise en place d'une fistule de dialyse rénale est codé Z49.0 et non Z45.2. La catégorie Z49, malgré le mot « surveillance » de son intitulé, comprend les prises en charge pour actes de préparation à la dialyse rénale.",,chapitre_xxi.txt,L394-396 et L434-438,"Le DP des séjours pour mise en place d’une fistule de dialyse rénale est codé Z49.0 et non Z45.2. — La catégorie Z49, malgré la présence du mot ""surveillance"" dans son intitulé, comprend les prises en charge pour des actes de préparation à la dialyse rénale ; Z49.0 comprend ainsi la mise en place des fistules et cathéters de dialyse. […] il faut coder Z49.0 (et non Z45.2) le DP des séjours pour la confection d’une fistule."
GM2026-V-XXI-34,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z45.84 — mise en place d'un stimulateur du système nerveux central,regle_position,Le DP des hospitalisations pour la mise en place d'un stimulateur du système nerveux central (cérébral ou médullaire) doit être codé Z45.84.,,chapitre_xxi.txt,L398-401,Le DP des hospitalisations pour la mise en place d’un stimulateur du système nerveux central (cérébral ou médullaire) doit être codé Z45.84 Ajustement et entretien d’une prothèse interne du système nerveux central.
GM2026-V-XXI-35,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z43 ou Z45 en DA redondant avec un acte CCAM,interdiction,"Lorsqu'un code des catégories Z43 ou Z45 correspond à une prise en charge pour laquelle un code d'acte existe dans la CCAM, la saisie dans le même RUM du code Z43.– ou Z45.– en position de diagnostic associé, en sus de celui de l'acte, est redondante et n'est pas justifiée.",Un code d'acte CCAM existe pour la prise en charge,chapitre_xxi.txt,L405-410,"Lorsqu’un code des catégories Z43 ou Z45 de la CIM–10 correspond à une prise en charge pour laquelle un code d’acte existe dans la CCAM, la saisie dans le même RUM du code Z43.– ou Z45.– en position de diagnostic associé (DA) en sus de celui de l’acte est redondante et n’est pas justifiée. Un tel emploi de ""codes Z"" serait incorrect au regard de la CIM–10."
GM2026-V-XXI-36,2026-provisoire,"Guide MCO, chap. V, pp. 93-103, article EMPLOI DES CODES DU CHAPITRE XXI DE LA CIM-10",Z47.0 — ablation de matériel d'ostéosynthèse,regle_position,"Z47.0 doit être utilisé pour coder le DP des séjours pour ablation de matériel d'ostéosynthèse. Au terme de ces séjours, il ne faut pas coder à nouveau la lésion osseuse initiale guérie ou consolidée, ni comme DP, ni comme DR, ni comme diagnostic associé. Z47.0 code aussi le DP des séjours pour retrait d'un espaceur et repose de prothèse définitive.",,chapitre_xxi.txt,L418-427,"Z47.0 doit notamment être utilisé pour coder le DP des séjours pour ablation de matériel d’ostéosynthèse ; il ne faut pas, au terme de ces séjours, coder à nouveau la lésion osseuse initiale guérie ou consolidée, ni comme DP, ni comme DR, ni comme diagnostic associé ; elle ne peut éventuellement être qu’une donnée à visée documentaire. Le DP des séjours pour retrait de prothèse temporaire de type espaceur (spacer), mise en place suite à une infection, et repose de prothèse définitive se code Z47.0."
